 $/ sq ft ,Sale Price,List Price,>90 Day Before Sale Zestimate,$ / sq ft for keywords,Close Date,Street Number,Street Name,Street Suffix,City,County,Zip5,,Beds Total,Baths.Lavs,Est Fin Abv Grd SqFt,Acreage,Architecture Level,Architecture Style, $/ sq ft ,Basement Type,,Sale Price,Exterior,Cooling,Exterior Features,Garage Dimensions,Garage Features,Garage Size,Heating,Original List Price,Photo Count,Pool YN,PUBLIC REMARKS,Avg,Count,Without,SqFt-Est Tot Fin,SqFt-Est Fin Lower Floor,SqFt-Est Fin Abv Grd,SqFt-Est Tot Bsmt,Year Built,Year Remodeled,Porch Type
 $ 242 ,283000,279900,,#N/A,03/30/2018,1119,LYONS,Avenue,Royal Oak,Oakland,48073,,3,1.1,1169,0.15,1 Story,Ranch, $ 242 ,Finished,,283000,Brick,"Ceiling Fans 2+, Central Air",Fenced,12x123,"Detached, Door Opener, Electricity",2 Car,Forced Air,279900,35,FALSE,COMING SOON,$192,154,$196,"2,293",100,"2,193",950,2008,,
 $ 242 ,311900,314900,,#N/A,07/16/2018,4139,AMHERST,Road,Royal Oak,Oakland,48073,,3,2,1288,0.14,1 Story,Ranch, $ 242 ,Unfinished,,311900,"Brick, Vinyl",Central Air,Outside Lighting,22x15,"Detached, Door Opener, Electricity",1 Car,Forced Air,314900,40,FALSE,"STUNNING 3 BEDROOM, 2 BATH RANCH HOME IN THE DESIRABLE BEVERLY HILLS SUBOF ROYAL OAK. SPACIOUS, BRIGHT AND OPEN FLOOR PLAN; LIVING ROOM IS LOVELY WITH DARK STAINED WALNUT HARDWOOD FLOORS; COVE CEILINGS AND BEAUTIFUL PICTURE WINDOW. DINING ROOM IS OPEN TO LIVING SPACE AND KITCHEN. ACCESS TO BRICK PATIO AND BACKYARD OFF THE NEWER FRENCH DOOR OFF DINING ROOM. GLEAMING NEWER KITCHEN IS DELIGHTFUL - DARK CHERRY CABINETS, GRANITE COUNTERS, CERAMIC TILE BACKSPLASH, RECESSED LIGHTING, STAINLESS APPLIANCES, JUST STUNNING!  ALL BEDROOMS ARE SPACIOUS. UPDATED BATHROOM. BRAND NEW FULL BATHROOM ON LOWER LEVEL IS OUTSTANDING! SEPARATE LAUNDRY AREA. UNFINISHED BASEMENT IS WATERPROOFED - LARGE AND OPEN AND READY FOR YOU TO FINISH! NEWER WINDOWS; UPDATED PLUMBING, ELECTRICAL, A/C AND MORE! BACKYARD IS DELIGHTFUL; PLUS LARGE BRICK PATIO GREAT FOR ENTERTAINING. BEAUTIFULLY LANDSCAPED. CURB APPEAL ABOUNDS! FANTASTIC HOME IN GREAT LOCATION, DON'T MISS THIS ONE! IF WE GET ONE GOOD OFFER WERE DONE! BRING IT.",$210,154,$196,"2,979","1,175","1,804","1,804",1949,,"Deck, Porch"
 $ 242 ,333000,330000,,#N/A,05/01/2018,3926,SPRINGER,Avenue,Royal Oak,Oakland,48073,,4,1.1,1375,0.17,1 Story,Ranch, $ 242 ,Finished,,333000,Brick,"Ceiling Fan, Central Air",Fenced,,"Detached, Door Opener, Electricity",2 Car,Forced Air,330000,26,FALSE,"BE READY TO MOVE.  THIS HOME WILL WIN YOUR HEART.  EXCELLENT ROYAL OAK LOCATION, CLOSE TO WOODWARD FOR THE DREAM CRUISE, BIRMINGHAM FOR SHOPPING AND DINING AND THE ULTRA POPULAR DOWNTOWN ROYAL OAK WITH ALL ITS NIGHT LIFE.  COMPLETELY UDPATED AND SAAVY MAIN LEVEL WITH FINISHED LOWER LEVEL FOR ADDITIONAL LIVING SPACE.  FENCED BACK YARD WITH 2 CAR GARAGE MAKES GREAT SPACE FOR OUTDOOR PARTIES, NEW HOT WATER TANK, SUPER INCLUSIVE HOME WARRANTY.",$185,154,$196,"3,300","1,000","2,300","1,167",2012,,"Patio, Porch - Covered"
 $ 242 ,244500,234900,,#N/A,04/30/2018,532,SUNNYBROOK,Drive,Royal Oak,Oakland,48073,,3,1,1009,0.14,1 Story,Ranch, $ 242 ,Partially Finished,,244500,Brick,"Ceiling Fans 2+, Central Air",Fenced,,"Detached, Door Opener, Electricity",2 Car,Forced Air,234900,31,FALSE,"WELCOME TO YOUR NEW HOME! TURN- KEY WELL MAINTAINED ROYAL OAK RANCH NEAR NATURE TRAILS AT QUICKSTAD PARK. KITCHEN HAS NEW DISHWASHER AND BOASTS CORIAN COUNTERTOPS, A STAINLESS STEEL FRIDGE AND A BREAKFAST NOOK CABINET. THERE ARE CEILING FANS IN EVERY BEDROOM. LIVING ROOM, HALLWAY AND BEDROOMS HAVE HARDWOOD FLOORS AND MOLDING. LARGE FINISHED, CARPETED BASEMENT WITH REC ROOM AND CRAFT ROOM. REC ROOM LARGE ENOUGH TO SPLIT INTO SEVERAL SEPARATE ROOMS. GARAGE IS 2 1/2 CAR IN PRISTINE SHAPE. NEW DECK AND WINDOWS 2017. NEWER DRIVEWAY AND FENCED IN YARD. SOME UPDATED MECHANICALS AND MUCH MORE. CLOSE TO DOWNTOWN ROYAL OAK, CLAWSON & BIRMINGHAM. CLOSE TO SHOPPING AND MAJOR THOROUGHFARES.",$210,154,$196,"3,447","1,200","2,247","1,495",1954,,Patio
 $ 242 ,244500,234900,,#N/A,04/30/2018,532,SUNNYBROOK,,ROYAL OAK,Oakland,48073,,3,1,1009,0.14,1 Story,Ranch, $ 242 ,Partially Finished,,244500,Brick,"Ceiling Fan, Central Air",Fenced,,"Detached, Door Opener, Electricity",2 1/2 Car,Forced Air,234900,14,FALSE,"WELCOME TO YOUR NEW HOME! TURN- KEY WELL MAINTAINED ROYAL OAK RANCH NEAR NATURE TRAILS AT QUICKSTAD PARK. KITCHEN HAS NEW DISHWASHER AND BOASTS CORIAN COUNTERTOPS, A STAINLESS STEEL FRIDGE AND A BREAKFAST NOOK CABINET. THERE ARE CEILING FANS IN EVERY BEDROOM. LIVING ROOM, HALLWAY AND BEDROOMS HAVE HARDWOOD FLOORS AND MOLDING. LARGE FINISHED, CARPETED BASEMENT WITH REC ROOM AND CRAFT ROOM. REC ROOM LARGE ENOUGH TO SPLIT INTO SEVERAL SEPARATE ROOMS. GARAGE IS 2 1/2 CAR IN PRISTINE SHAPE. NEW DECK AND WINDOWS 2017. NEWER DRIVEWAY AND FENCED IN YARD. SOME UPDATED MECHANICALS AND MUCH MORE. CLOSE TO DOWNTOWN ROYAL OAK, CLAWSON & BIRMINGHAM. CLOSE TO SHOPPING AND MAJOR THOROUGHFARES.",$210,154,$196,"2,316",,"2,316","2,300",1948,2018,"Patio, Porch - Covered"
 $ 243 ,250000,247500,,#N/A,08/21/2018,116,ALEXANDER,,ROYAL OAK,Oakland,48067,,3,1,1030,0.23,1 Story,Ranch, $ 243 ,,,250000,Brick,Central Air,Outside Lighting,,Detached,1 1/2 Car,Forced Air,247500,32,FALSE,"FOUR BLOCKS TO DOWNTOWN (WALKING DISTANCE) TO DOWNTOWN ROYAL OAK CENTER AND MOMENTS TO MAJOR HIGHWAYS/SHOPPING/ETC.. PERFECT PROPERTY FOR REHAB, BIGFOOTING, OR REDEVELOPMENT FOR TWO PROPERTIES/LOTS. GREAT CHARMING HOME IN NEED OF A LITTLE LOVE. COOL VINTAGE FEATURES, BUILTIN DRAWERS, WET PLASTER/COVED, THERMAL WINDOWS, SOME ORIGINAL LIGHTING, CRYSTAL DOOR KNOBS,HARDWOOD,WOOD DOORS, NEWER ROOF 2015/PLUS80 FURN/C/A, GREAT GARAGE, NEWER DRIVEWAY, VINYL SIDED ADDITION W/PARQUET FLOORS  OR PURCHASE TO REHAB AND HAVE A LARGE LOT.  CURRENTLY ONE PARCEL ID WITH DEVELOPMENT POTENTIAL AS TWO LOTS FOR NEW HOMES. MOVE OR REMOVE GARAGE AND LEAVE ONE VACANT PARCEL AND SPLIT SUBJECT TO ROYAL OAK GUIDELINES WHICH MAY BE 12? SIDE YARD, 30% OF BUILDING ROOFLINES SQUARE FOOTAGE MAXIMUM COMPARED TO LOT SQUARE FOOTAGE, AND MORE THAN 50% OF BLOCK TO HAVE 40? LOTS (WHICH APPEARS MAY BE THE CASE). SELLER WILL NOT ACCEPT ANY OFFERS UNTIL PROPERTY HAS BEEN ON MARKET AT LEAST 4 DAYS",$210,154,$196,"2,569",390,"2,179","1,949",1958,,"Patio, Porch"
 $ 243 ,250000,239900,,#N/A,06/21/2018,512,MARLIN,Avenue,Royal Oak,Oakland,48067,,3,2,1030,0.1,2 Story,Bungalow, $ 243 ,Finished,,250000,"Aluminum, Stone",Central Air,Fenced,,"2+ Assigned Space(s), Detached, Door Opener, Electricity",2 Car,Forced Air,239900,35,FALSE,"***MULTIPLE OFFERS, PLEASE SUBMIT ALL OFFERS NO LATER THAN 11PM 5/21/18*** CHARMING ROYAL OAK BUNGALOW NOT FAR FROM DOWNTOWN!  BEAUTIFUL ORIGINAL OAK HARDWOOD FLOORS RUN THROUGHOUT THE MAIN LEVEL.  CLEAN AND UPDATED, THE FIRST FLOOR FULL BATH HAS BEEN UPDATED W/ CERAMIC TILE AND PEDESTAL SINK.  KITCHEN FEATURES WHITE CABINETS, BUTCHER BLOCK TOPS AND  WHITE APPLIANCES TO STAY WITH THE HOME.  UPSTAIRS YOU WILL LOVE THE SPACIOUS BUNGALOW WITH GREAT CEILING HEIGHTS, TONS OF STORAGE SPACE AND EXPOSED BRICK.  DOWN BELOW FEATURES A PROFESSIONALLY FINISHED BASEMENT, PROVIDING YOU WITH AN EXCELLENT OFFICE OR WORK OUT SPACE AND SECONDARY LIVING ROOM.  ANOTHER FULL BATH WITH CERAMIC TILE AND STANDUP SHOWER FINISHES OFF THE BASEMENT SPACE VERY NICELY.  ADDITIONAL STORAGE AND AMPLE LAUNDRY ROOM SPACE ARE AN ADDED BONUS.  GREAT LOCATION, NOT TOO FAR FROM DOWNTOWN AND RIGHT ACROSS THE STREET FROM RED RUN GOLF CLUB.  DRIVEWAY AND GARAGE ARE LESS THAN 12-YEARS OLD.",$210,154,$196,"2,314",,"2,314",800,1941,2018,Porch - Covered
 $ 243 ,250000,247500,,#N/A,08/22/2018,116,ALEXANDER,Avenue,Royal Oak,Oakland,48067,,3,1,1030,0.23,1 Story,Ranch, $ 243 ,Unfinished,,250000,Brick,Central Air,,,"Detached, Door Opener, Electricity",1 Car,Forced Air,247500,32,FALSE,"FOUR BLOCKS TO DOWNTOWN (WALKING DISTANCE) TO DOWNTOWN ROYAL OAK CENTER AND MOMENTS TO MAJOR HIGHWAYS/SHOPPING/ETC.. PERFECT PROPERTY FOR REHAB, BIGFOOTING, OR REDEVELOPMENT FOR TWO PROPERTIES/LOTS. GREAT CHARMING HOME IN NEED OF A LITTLE LOVE. COOL VINTAGE FEATURES, BUILTIN DRAWERS, WET PLASTER/COVED, THERMAL WINDOWS, SOME ORIGINAL LIGHTING, CRYSTAL DOOR KNOBS,HARDWOOD,WOOD DOORS, NEWER ROOF 2015/PLUS80 FURN/C/A, GREAT GARAGE, NEWER DRIVEWAY, VINYL SIDED ADDITION W/PARQUET FLOORS  OR PURCHASE TO REHAB AND HAVE A LARGE LOT.  CURRENTLY ONE PARCEL ID WITH DEVELOPMENT POTENTIAL AS TWO LOTS FOR NEW HOMES. MOVE OR REMOVE GARAGE AND LEAVE ONE VACANT PARCEL AND SPLIT SUBJECT TO ROYAL OAK GUIDELINES WHICH MAY BE 12’ SIDE YARD, 30% OF BUILDING ROOFLINES SQUARE FOOTAGE MAXIMUM COMPARED TO LOT SQUARE FOOTAGE, AND MORE THAN 50% OF BLOCK TO HAVE 40’ LOTS (WHICH APPEARS MAY BE THE CASE).  SELLER WILL NOT ACCEPT ANY OFFERS UNTIL PROPERTY HAS BEEN ON MARKET AT LEAST 4 DAYS.",$210,154,$196,"2,924",900,"2,024","2,000",1940,2017,
 $ 243 ,243000,243000,,#N/A,11/21/2018,503,SUNNYBROOK,Drive,Royal Oak,Oakland,48073,,3,2,1001,0.18,1 Story,Ranch, $ 243 ,Finished,,243000,Brick,Central Air,,,Detached,2 Car,Forced Air,243000,32,FALSE,"WELCOME TO WHERE POTTERY BARN MEETS WELL-CARED FOR AND UPDATED ! THIS CLASSIC RANCH LAYOUT HAS BEAUTIFULLY FINISHED FLOORS HIGHLIGHTED BY A CUSTOM CHESTNUT STAIN, PLUS UPDATES IN THE BATHROOMS AND GRANITE IN THE KITCHEN, COMPLETE WITH STAINLESS APPLIANCES. WONDERFUL MAIN FLOOR LIVING PLUS AN EXTRA 800 SQ. FT. IN THE FULL FINISHED LOWER LEVEL - REC ROOM, BAR AREA, FULL BATH, WORK ROOM, AND NICE LAUNDRY AREA. OUTSIDE BONUSES ARE THE HUGE COVERED PORCH AND PATIO - OVER 400 SQ. FT. COULD BE YOUR ADDED SUMMER LIVING AREA, OVERLOOKING AN EXTRA DEEP YARD WITH MATURE TREES AND LOADS OF NICE LANDSCAPING. SUPER BONUS IS THE EXTRA 15 FT. DEPTH IN THE INSULATED GARAGE, PERFECT FOR MOTORCYCLE STORAGE, KID STUFF OR WORKSHOP AREA. LOW TRAFFIC STREET, NEAR LEXINGTON BLVD. MECHANICALS UPDATED-FURANCE, A/C, WINDOWS. UNPACK AND ENJOY.",$150,154,$196,"2,386",,"2,386","1,200",2013,,Porch - Covered
 $ 244 ,330000,325000,,#N/A,07/17/2018,4332,BUCKINGHAM,Road,Royal Oak,Oakland,48073,,3,2,1354,0.22,1 Story,Ranch, $ 244 ,Finished,,330000,Brick,"Ceiling Fans 2+, Central Air, ENERGY STAR® Qualified A/C Equipment","Fenced, Outside Lighting, Permeable Paving",,"Detached, Door Opener, Electricity, Side Entrance",1 Car,Forced Air,325000,34,FALSE,"WELCOME HOME TO THIS BEAUTIFULLY UPDATED RANCH LOCATED MINUTES FROM DOWNTOWN AND LOCAL SHOPPING. UPON ENTERING, YOU'LL BE GREETED WITH AMPLE NATURAL LIGHT, DESIGNER WAINSCOTING, FRESH SERENE COLOR PALETTES AND BEAUTIFULLY FINISHED OAK FLOORING. THE LIVING AREA FEATURES FLOOR TO CEILING WINDOWS AND A GORGEOUS STACKED STONE FIREPLACE. THE OPEN CONCEPT KITCHEN DRAWS IN MORE NATURAL LIGHT AND FEATURES GRANITE COUNTER TOP, TILED BACKSPLASH AND STAINLESS APPLIANCES. GUESTS CAN RETREAT OUT TO THE GORGEOUS OUTDOOR ROOM AND DECK, WITH AN UP NORTH COTTAGE FEEL. THE SLEEPING AREA FEATURES GORGEOUS BED AND BATH APPOINTMENTS AND CUSTOM CLOSETS. THE FULL BATH DISPLAYS DARK TILED FLOORING, WITH CUSTOM VANITY AND SHOWER. THE FINISHED BASEMENT MAKES A GREAT ENTERTAINMENT AREA, FEATURING A LIVING AREA AND NOOK WITH BUILT-INS. THE BASEMENT ALSO FEATURES A WORK AREA, POSSIBLE ADDITIONAL BEDROOM AND FULL BATH. WELCOME HOME!",$210,154,$196,"2,268",,"2,268","1,134",1953,2010,"Patio, Porch, Porch - Covered"
 $ 244 ,299175,295000,,#N/A,05/31/2018,506,WOODCREST,Drive,Royal Oak,Oakland,48067,,3,1.1,1227,0.13,2 Story,Colonial, $ 244 ,Unfinished,,299175,Vinyl,"Ceiling Fans 2+, Central Air","Fenced, Gazebo",,Detached,2 Car,Forced Air,295000,36,FALSE,"COME SEE YOUR GORGEOUS NEW HOME TODAY! YOU WILL FALL IN LOVE AT FIRST SIGHT WITH THE COZY COVERED FRONT PORCH FOR EVENING RELAXING. WALK IN TO A CONVENIENT MUD ENTRY ROOM. YOU CAN'T GO WRONG WITH HARDWOOD FLOORS THROUGH OUT. LARGE LIVING ROOM WITH BEAUTIFUL FIREPLACE FOR FAMILY TIME OR ENTERTAINING FRIENDS. DINNER PARTIES IN YOUR ELEGANT DINING ROOM. PATIO DOOR IN THE KITCHEN IS GREAT FOR GETTING THE FOOD OUT BACK FOR THOSE SUMMER BARBEQUES ON THE HUGE DECK, ALSO PLENTY OF ROOM FOR THE DOGS AND KIDS TO PLAY. YOU WILL NOT BE DISAPPOINTED SO COME QUICK....",$210,154,$196,"3,076",700,"2,376",822,1931,1999,"Patio, Porch"
 $ 244 ,280000,274900,,#N/A,06/25/2018,2507,CONNECTICUT,Avenue,Royal Oak,Oakland,48073,,3,2,1146,0.16,1 1/2 Story,Bungalow, $ 244 ,Finished,,280000,"Brick, Vinyl",Central Air,Fenced,,"Detached, Door Opener, Electricity",2 Car,Forced Air,274900,32,FALSE,"FABULOUS LOCATION FOR THIS ROYAL OAK TURN-KEY BRICK BUNGALOW.  LIGHT-FILLED WITH LARGE WINDOWS. THIS HOME HAS THE MODERN UPDATES YOU'VE BEEN LOOKING FOR BUT STILL MAINTAINS ITS ORIGINAL CHARM THROUGHOUT. GORGEOUS NEWLY UPDATED MASTER BATH WITH MARBLE FLOORS, CUSTOM TILE WORK AND RESTORATION HARDWARE CABINET. KITCHEN WITH STAINLESS STEEL APPLIANCES, GAS RANGE AND GRANITE COUNTERTOPS. HARDWOOD FLOORS IN MAIN ROOMS. NEW CARPET IN BEDROOMS AND LIVING ROOM THAT HAVE HARDWOODS UNDERNEATH. BRICK PAVER PATIO AND BEAUTIFULLY LANDSCAPED CREATING AN INCREDIBLE OUTDOOR SPACE, GREAT FOR ENTERTAINING. SECOND FULL BATH IS IN LOWER LEVEL.  EXCEPTIONALLY WELL-MAINTAINED BY THE OWNER FOR THE LAST TWENTY-TWO YEARS. SHOWS BEAUTIFULLY.",$210,154,$196,"1,820",,"1,820",619,1925,2012,"Deck, Porch"
 $ 245 ,282000,280000,,#N/A,04/30/2018,621,FLORENCE,Avenue,Royal Oak,Oakland,48067,,4,2,1152,0.14,2 Story,Colonial, $ 245 ,Finished,,282000,Aluminum,Central Air,"Fenced, Outside Lighting",,"Detached, Door Opener, Electricity",2 Car,Forced Air,280000,33,FALSE,"THIS IS A MUST SEE HOME LOCATED IN THE HEART OF DOWNTOWN ROYAL OAK ~ BUT ON A DEAD END STREET SO DOESN'T HAVE THE TRAFFIC CONGESTION. NEWER KITCHEN WITH CUSTOM MAPLE CABINETS, NEW TILE BACK SPLASH, UNDER CABINET LIGHTING AND STAINLESS APPLIANCES ARE INCLUDED. LARGE LIVING ROOM OPENS TO A FORMAL DINING ROOM. DOOR WALL LEADS TO RAISED DECK OVERLOOKING WONDERFUL FENCED BACKYARD ALONG WITH PERGOLA ~ GREAT FOR ENTERTAINING! SECOND FLOOR WITH FOUR BEDROOMS ~ ONE WHICH CAN BE USED AS AN OFFICE OR WALK IN CLOSET AND RECENTLY UPDATED FULL BATHROOM.  NEWER WINDOWS, UPDATED ELECTRICAL, PLUMBING AND TANK-LESS WATER HEATER. OVERHEAD UTILITIES WERE BURIED UNDERGROUND SO NO OVERHEAD LINES. FINISHED BASEMENT WITH DRYWALL, CARPETING, UNIQUE ABOVE GRADE DAYLIGHT WINDOWS BRING IN LOTS OF SUNLIGHT ALONG WITH NEWER FULL BATH PLUS LAUNDRY AND STORAGE SPACE. NEWER TWO CAR GARAGE WITH EPOXY PAINTED FLOORS. LARGE SHED WITH POTTING STATION BEHIND GARAGE.",$210,154,$196,"1,800",,"1,800",988,1920,2018,Porch - Enclosed
 $ 245 ,245000,245000,,#N/A,08/31/2018,422,Jeffrey,Avenue,Royal Oak,Oakland,48073,,3,1.1,1000,0.14,1 Story,Ranch, $ 245 ,Finished,,245000,"Brick, Vinyl","Attic Fan, Ceiling Fan, Central Air",Fenced,,"Detached, Electricity",2 Car,Forced Air,245000,30,FALSE,THIS IS AN AMAZING HOME WITH ALL OF THE UPDATES YOU WANT! IT'S IN THE PERFECT NEIGHBORHOOD AND CLOSE TO PARKS. THE KITCHEN IS A DREAM AND THERE'S A BEAUTIFUL FINISHED BASEMENT FOR YOUR ADDITIONAL LIVING NEEDS! THE BACK YARD IS FULLY FENCED WITH A NICE STAMPED CONCRETE PATIO AND MATURE TREES FOR SHADE. PARK YOUR CARS IN THE 2.5 CAR GARAGE. ENJOY THE REST OF YOUR SUMMER IN THIS PERFECT HOME!,$209,154,$196,"3,204",800,"2,404",818,2013,,Porch - Covered
 $ 245 ,337000,324800,,#N/A,05/25/2018,3903,AMHERST,Road,Royal Oak,Oakland,48073,,3,2,1375,0.27,1 Story,Ranch, $ 245 ,Finished,,337000,Brick,"Ceiling Fans 2+, Central Air","Fenced, Sprinkler(s)",,"Detached, Door Opener, Electricity",2 Car,Forced Air,324800,48,FALSE,"STUNNING, 3 BEDROOM BRICK RANCH IN POPULAR BEVERLY HILLS SUBDIVISION. UPDATED THROUGHOUT WITH UPSCALE DETAILS & CRAFTSMANSHIP. FEATURES INCLUDE; NEWER WINDOWS, CROWN MOLDING, REMODELED KITCHEN W/HIGH END CABINETRY, UNDER CABINET LIGHTING, CERAMIC TILE FLOORING, GRANITE COUNTERS, EATING BAR & NEWER STAINLESS APPLIANCES, REMODELED MAIN FULL FLOOR BATH, NEWER CARPET, HARDWOOD FLOORS THROUGHOUT, GAS FIREPLACE IN FAMILY ROOM & FLORIDA/SEASONAL ROOM OFF DINING ROOM. TEAR-OFF 3D ROOF (2012), NEWER COVERED FRONT PORCH W/BEAD BOARD DETAIL, FINISHED BASEMENT W/WET BAR, NEWER LOWER LEVER 2ND BATH W/JETTED TUB, FURNACE (2006), BASEMENT W/SUMP PUMP (& BACK-UP), UPDATED ELECTRICAL PANEL, ALARM SYSTEM, BLOWN-IN INSULATION IN ATTIC, CEDAR PRIVACY FENCE & SHED IN LARGE PRIVATE BACK YARD. OPEN FLOOR PLAN. ALL APPLIANCES & HOME WARRANTY INCLUDED. HURRY THIS HOUSE WON'T LAST LONG! BABATVAI",$210,154,$196,"1,464",,"1,464",732,1922,,Deck
 $ 245 ,265000,265000,,#N/A,12/21/2018,1026,WILSON,Avenue,Royal Oak,Oakland,48067,,3,2,1081,0.11,1 1/2 Story,Bungalow, $ 245 ,Unfinished,,265000,Vinyl,Central Air,,,Detached,1 Car,Forced Air,265000,76,FALSE,"COMPLETELY RENOVATED THREE BEDROOM BUNGALOW ON CORNER LOT. NEW KITCHEN WITH EBONY CABINETS, GRANITE COUNTER TOPS, CUSTOM TILE WORK AND STAINLESS APPLIANCES. LARGE MASTER SUITE UPSTAIRS WITH WALK IN CLOSET AND AMAZING BATHROOM WITH HEATED TILED FLOOR, DOUBLE SINKS AND LARGE SHOWER WITH BODY SPRAYS. LARGE LIVING ROOM WITH FIREPLACE, FORMAL DINING ROOM AND POSSESSION AT CLOSE. REFINISHED HARDWOOD FLOORS, FRESH INTERIOR PAINT AND NEW CENTRAL AIR. REMODELED FIRST FLOOR BATH WITH SUBWAY TILE. MAINTENANCE FREE VINYL SIDING AND WINDOW PLUS A DIMENSIONAL SHINGLE ROOF. ENCLOSED FRONT PORCH/MUD ROOM, BASEMENT AND GARAGE FOR STORAGE. LICENSED AGENT MUST ACCOMPANY ALL SHOWINGS!",$240,3,$196,"2,629",625,"2,004",769,2006,,"Patio, Porch"
 $ 245 ,270000,269900,,#N/A,05/25/2018,2717,WILSON,Avenue,Royal Oak,Oakland,48073,,3,1.1,1100,0.16,1 1/2 Story,Bungalow, $ 245 ,Finished,,270000,"Brick, Vinyl",Central Air,,14x20,"Detached, Electricity",1 Car,Forced Air,269900,19,FALSE,"CHARMING 3-BEDROOM BRICK BUNGALOW LOCATED IN THE DESIRABLE RED RUN SUB OF ROYAL OAK.  THIS HOME EMBODIES PRIDE OF OWNERSHIP AND FEATURES UPDATED KITCHEN WITH GRANITE COUNTER TOPS, STAINLESS STEEL APPLIANCES, AND GORGEOUS HARDWOOD FLOORING THROUGHOUT.  RE-MODELED UPPER BEDROOM INCLUDES NEWER CARPETING, WAINS COATING, AND LARGE CLOSET WITH BARN DOOR-STYLE ENTRY.  PROFESSIONALLY FINISHED BASEMENT PROVIDES NEARLY 900 SQ-FT OF ADDITIONAL LIVING SPACE AND INCLUDES A HALF BATH AND AMPLE STORAGE SPACE.  OTHER AMENITIES INCLUDE CENTRAL AC, NEW FURNACE 2017, VINYL WINDOWS, BRICK PAVER PORCH AND PATIO, AND DEEP BACKYARD.",$210,154,$196,"1,792",250,"1,542",739,1914,,"Deck, Porch - Covered"
 $ 246 ,259500,269900,,#N/A,10/31/2018,1615,CONNECTICUT,Avenue,Royal Oak,Oakland,48067,,3,2,1055,0.13,2 Story,Bungalow, $ 246 ,Finished,,259500,Vinyl,Central Air,Fenced,,"Detached, Direct Access, Door Opener, Electricity",1 Car,Forced Air,269900,29,FALSE,"METICULOUSLY MAINTAINED 1940S BUNGALOW FEATURING THE UPDATES AND FINISHES OF A NEWLY BUILT HOME, WITH THE CHARM AND CHARACTER OF PERIOD ARCHITECTURE. ORIGINAL HARDWOODS SPAN THE 1ST FLOOR AND A FULLY UPDATED KITCHEN WITH GRANITE COUNTER-TOPS AND STAINLESS STEEL APPLIANCES WILL IGNITE YOUR INNER CHEF. THE SPACIOUS MASTER SUITE FEATURES A BEAUTIFUL FULL BATHROOM, 2 LARGE WALK-IN CLOSETS, NEW WINDOWS AND A CUSTOM-BUILT BARN DOOR. FINISHES ASIDE, THE SEWER LINE FROM THE HOUSE TO THE MUNICIPAL SEWER WAS RELINED IN 2012 AND A NEW FURNACE AND WATER HEATER WERE INSTALLED IN 2013.  CONVENIENTLY SITUATED BETWEEN SCENIC LOCKMAN PARK AND 12 MILE ROAD, THIS HOUSE IS EASILY ACCESSIBLE FROM I-75 AND I-696, YET WILL TAKE YOU JUST MINUTES TO GET TO DOWNTOWN ROYAL OAK ON BIKE. WELCOME HOME!",$210,154,$196,"2,864",800,"2,064",817,1916,1987,Porch - Covered
 $ 246 ,275000,275000,,#N/A,07/27/2018,4225,ELMWOOD,Avenue,Royal Oak,Oakland,48073,,3,2,1116,0.14,1 Story,Ranch, $ 246 ,Finished,,275000,Brick,Central Air,Fenced,,"Detached, Door Opener",1 Car,Forced Air,275000,25,FALSE,"STUNNING 3 BEDROOMS 2 FULL BATHS BRICK RANCH IN NE ROYAL OAK, EAST OF WOODWARD. MOVE-IN READY CONDITION. UPDATED KITCHEN W/GRANITE COUNTERS TOPS, BEAUTIFUL GLASS DOOR FRONT CABINETS. THE MAIN FLOOR BATH HAS BEEN RECENTLY UPDATED AND LOOKS GREAT.  LIVING ROOM FEATURES A GAS FIREPLACE AND HARDWOODS FLOORS. HOME ALSO HAS A DINING ROOM AND BREAKFAST NOOK/DEN/OFFICE (MANY OPTIONS).  MOST OF THE MAIN FLOOR HAS HARDWOOD FLOORS & IN ALL 3 BEDROOMS.  FINISHED DRYWALLED LOWER LEVEL BASEMENT (26X22) W/A SPACIOUS FULL BATH WITH NICE SIZE WALK-IN SHOWER, GORGEOUS COMMERCIAL EPOXY FLOORS, PLUS NON-FUNCTIONING FIREPLACE IN THE LOWER LEVEL. EXTRA ATTIC SPACE STORAGE W/EASY WALK-UP ACCESS, REALLY COMES IN HANDY. 1-CAR DETACHED GARAGE W/OPENER & A DEEP FENCED IN YARD.  UPDATED HIGH-EFFICIENCY GAS FORCED AIR FURNACE & CENTRAL AIR.  CIRCUIT BREAKER ELECTRICAL PANEL & COPPER PLUMBING. IDEAL LOCATION JUST MINUTES FROM DOWNTOWN ROYAL OAK & DOWNTOWN BIRMINGHAM. IDEALLY LOCATED FOR FUTURE DREAM CRUISE PARTIES.",$210,154,$196,"1,932",,"1,932",816,1920,,"Deck, Porch - Covered"
